userName,score,at,content
Pengguna Google,2,2024-09-24 06:55:37,"Ini game terburuk yg pernah rilis.. Masalah permainan, update, sinyal bahkan hero pun sekaligus.... Sekarang malah gk bisa login. Macth making ngawur. Banyak dark system nya..."
Alan Lim,5,2024-09-24 06:53:14,"Menurut gw game ini bgus,cuma terlalu bnyk dark sistem ny aj,game ny cocok ko buat kita yg lagi kesepian,klo mau stres mending main ml."
Pengguna Google,5,2024-09-24 06:44:57,"game ini sangat seruuuu sekali, tapi kadang² juga membuat stress, karna banyak player player yang tidak bisa kompak dalam permainan, suka ngetroll,dan mengejek dengan kata² kasar, tapi, Mobile legend lah yang membuat ku senang."
Pengguna Google,5,2024-09-24 06:35:36,Game ini paling bagus orang kaya FF saya bisa beli hero-nya nggak bisa gila udah bagus sabar nggak punya pedang mobile legends dia punya pedang FF itu udah udah udah mati di FF FF itu cupu paling bagus bukan kayak FF
mayleen yueyin,5,2024-09-24 06:32:36,"Tolong kalau udah di dalam game, pas pemilihan lane harus itu lanenya ke blok lane yang lain kalau udah kecuali sang pemilik role mau nyerahin"
Pengguna Google,5,2024-09-24 06:25:15,"Game gak jelas...gw main Hero we kok Lo sistem dark terus..Lo kasih tim tolol, Lo lagging sinyal gw, Lo frame in match gw,,,emang game gak jelas....ngtak lah otak kau"
Pengguna Google,2,2024-09-24 06:17:17,"kurangi sistem matchmaking yang tidak adil dan optimalisasi performa dan jaringan, device saya memakai chipset helio g99 tapi tetap ngelag walau di settingan sedang. serta terlalu banyak dark sistem yang membuat permainan tidak adil. saya sering melihat musuh yang rank nya lebih unggul drpd tim saya. mohon untuk diperbaiki/diminimalisir"
Pengguna Google,5,2024-09-24 06:16:58,Gamenya udah bagus banget tapi biasanya aku main kadang mathcmacingnya lama tapi gapapa ya untuk update nya bagus si dan heronya juga banyak jadi ku kasih 5 bintang deh
Pengguna Google,1,2024-09-24 06:03:16,"Ini kenapa setiap match ketemu trio sama duo terus, pasahal aku main solo malah ketemu yang trio atau duo. Di tim musuh tim duo nya op lagi saya selalu dapat trio atau duo ampas. Biasanya dia coba hero atau skin taik lah. Ini developer nya gak ada niatan apa ???"
Pengguna Google,1,2024-09-24 05:55:46,"Grafik bagus, skin bagus,tapi pas main banyak bug ,dan banyak dark sistem contoh nya aku main trus lostreak 10X MENANG NYA CUMA 2X"
Pengguna Google,5,2024-09-24 05:40:26,Monoton saya Sudah main 7 Jam nonstop dan hasil pertandingan lebih banyak Kalah dari pada menang perbanyak Kalah saja Agar game ini lebih menantang aku ingin semua orang merasakan apa yang ku rasakan perbanyak lah lose streak.
Pengguna Google,4,2024-09-24 05:27:17,"Gamenya bagus, tetapi di dalam mode rank itu tidak seimbang saya dapet tim darksistem lalu munsuhnya di atas rata² itu aja si."
Pengguna Google,5,2024-09-24 05:17:25,"Gua gak suka game ini . Sinyal nya susah udah pake hp poco masih aja ngelag, wifi bagus, udh gitu ketik adik aja kreditscore dikurangin 2 nyari kredit skor sehari 3X . Udh 3gb ini aplikasi semakin gak jelas, upgreat mulu. Up lah"
Pengguna Google,5,2024-09-24 05:16:53,"Game nya bagus, saya suka apalagi pas saya lostex 20kali, game nya sangat menatang, ternyata saya suka sama penghuni asli tier epic . MANTAP MOONTON!!!"
Pengguna Google,1,2024-09-24 05:13:43,"tolong bikin apk terpisah untuk magic chess, dan semua mode maen nya ga adil kadang kita di kasih bot musuh nya jago, pokoknya ga adil bagi kita nya udah gw uninstall mending maen Clash of Clans lagi aja gw lebih seru lebih HD"
Pengguna Google,5,2024-09-24 05:13:08,"Tolong moonton kasih lawan yang keras, karena gamw ini terlalu gampang untuk mencapai rank immortal saya cuma butuh120match perbanyak lostreaknya agar lebih menantang untuk di mainkan.."
Pengguna Google,1,2024-09-24 05:08:04,kenapa ya gak bisa masuk ke ml.. 😢 Udah berkali2 coba ttp gak bisa malah habis kuota gara2 bongkar pasang... Tolong perbaiki ya..
Pengguna Google,1,2024-09-24 04:51:14,"kasih fitur buat maju mundurin durasi video lah moonton. kasih skin epic bisa, ngasih fitur maju mundurin durasi malah nggak bisa gimana si moonton, ngasih fitur gituan doang masa gk bisa"
Pengguna Google,1,2024-09-24 04:49:27,"Gimana capek2 nge ban, mikir pick hero tau2 musuh invalid! Tiap kira kira win mesti begitu ! Kalau kalah kok terus2an! Minimal kasih stak! Tiap menerima musuh yg invalid kita juga mendapatkan setengah bintang, jadi kalau dapet 2x invalid kita mendapatkan bonus 1 bintang! Bukan cuma tim musuh yg enak gak kehilangan bintang, hargai waktu kami juga!"
Pengguna Google,5,2024-09-24 04:42:19,Seru banget sudah ada dark sistem nya defeed terus mantap pokok nya giliran udah mau menang malah kalah.kalo menang sekali sudah enak banget rasa nya tapi pastu main lagi defed.mantap memang seru banget game nya aku suka main
Pengguna Google,1,2024-09-24 04:38:51,"moonton tolong lah kalau ada yg afk itu di kasih free bintang, lu ga mikir pas match making pas ngedratf itu udah makan waktu bgt dan bikin mood langsung berubah pas main nunggu 4 menit musuh langsung surender alhasil ga dapat apa² buang buang waktu aja tau ga, disaat tim kita lagi unggul dan tiba tiba musuh surender kek anj la sia sia aja"
Pengguna Google,5,2024-09-24 04:37:14,"Yaa bagus sih tapi tolong diperbaiki jangkauan matchmaking nya dan game ini grafik, tampilannya, bagus banget"
Pengguna Google,3,2024-09-24 04:26:25,sebenarnya saya ingin pensiun dari game ini. saya bermain ml sudah cukup lama dari SMP kelas 7 sampai sekarang saya sudah 20 tahun. mengapa ketika saya ingin pensiun malah banyak hadiah²? kenapa ga dari dulu seperti ini?
Pengguna Google,4,2024-09-24 04:09:06,"game nya udah bagus, grafiknya udah bagus tapi kenapa kalo ngasih tim tidak adil selalu dapat tim dark sistem, dan musuh lawan jago-jago?"
Pengguna Google,1,2024-09-24 04:03:38,Moonton berilah gua ketenangan asik kalah lu niat bikin game atau apa sih Makanya kasih lawan yang mudah nonton tolol udahlah Gamenya susah musuhnya nggak ngotak dikasihnya tim yang tolol
Pengguna Google,4,2024-09-24 03:43:36,"Lumayan sih bagus nih game keren dan seru , tetapi MONTOON gak adil di kasih tim kaya aapaaan cobaaaa drak siisstemm dan bocill bocil yang paling banyak tuh. Di stak epiiik sedih gw kalau turun season ketemu lagi draksistem 😭😭😭"
Pengguna Google,1,2024-09-24 03:27:08,Game gak jelas sinyal saya sering lag sendiri padahal Kalo main game yang lain lancar banget ini ml emang agak rusak udah banyak pyaler bloon sinyal nya juga gak jelas macam eek
Pengguna Google,5,2024-09-24 03:21:18,Gamenya sudah makin bagus terus frameratenya juga udah ga terlalu parah pokoknya bagus 👍teruskan dalam mengembangkan dan menjaga gamenya menjadi lebih baik dan tetap baik.
Pengguna Google,1,2024-09-24 03:00:30,Game banyak drak sistem nya selau ada yg kek bot main nya gw udah uninstall ini game pindah HOK aj game kok banyak drak sistem sistem mhaking pun aneh haduuhh
Pengguna Google,5,2024-09-24 02:50:01,"Gamenya Kyk high domino banyak system nya kalau kita udah win strike 10x sampai sekian kita bakal lose strike, saya mengakui sebagai Players solo rank merasa terganggu dan tolong di imbangkan Players solo sama yang mabar pihak mobile legend saya sangat kecewa sekali, atas ada system seperti itu. dan saya main dari pagi sampai malam rank nya sampai itu-itu aja, dan saya mohon kerjasamanya. Dan saya pun sungguh luar biasa kecewa sama game mobile legend ini sekian dari saya wr.wb. Gamenya babi"
Pengguna Google,5,2024-09-24 02:40:51,"Kalau saya sedang reconnect , Tolong dong jangan di kasih lama loading nya, pas udah kalah/ menang saya malah kena afk. ini namanya tidak adil ,saya belabelain nungguin loading nya lamaa pas kalah/menang di kasih afk, kasih solusi dong , butaa kalau ga di baca , bukan saya doang pasti banyak player² lainya yang ngalamin kejadian seperti saya.saya tau kehilangan 1 player tidak masalah buat anda :)."
Pengguna Google,4,2024-09-24 02:39:47,"Saya Tidak bisa masuk lagi saat di loby nge freeze,dari dulu sampai sekarang baru kali ini saya merasakan kenapa mobile legend begini,saat dapet voucher google play. Aneh mobile legend rusak"
Pengguna Google,1,2024-09-24 02:34:50,kenapa ko kita main gk pernah menang di ML ini banyak kali dark sistem gue main gk pernah karna jumpa kawan yg gk betol ada miya jungler ada lagi layla jungler kenapa monton kasih player yg terus napa menang gara gara monton aku main gk di kasih menang musuh ko main menang terus kita gk mara kali aku sama monton plis jadi aku kasih bintang 1 game ini sangat buruk
Danisha Arliana Nean's,5,2024-09-24 02:32:31,"Seruuuu banget, walau selalu LS tapi game nya buat ketagihan mainn, Mines nya saat masuk matchmaking lag nya minta ampun, tapi gk apa2 Masih di maklumkan"
Pengguna Google,2,2024-09-24 02:21:32,"Kenapa 2 hari ini kok pas mau match tiba"" lag parah, stuk di loading, dan anehnya pas nonton streaming lancar aja, tpi pas main eror"
Pengguna Google,1,2024-09-24 02:14:02,Game jelek machmaking nya ga imbang dapet musuh jago tim sampah minimal tim jago jugalah jan kek gini dah lawannya jago timnya sampah apa dayanya gw pemain solo😭😭😭 yang ada gw lose mulu stres gw tolong diseimbangkan lagi lah monton machmakingnya agar musuh jago tim juga harus jago bisaa gaaa!
Pengguna Google,5,2024-09-24 02:13:50,Tolong sistem matchmakingnya diperbaiki dan sinyalnya juga kadang tidak stabil padahal di buat internetan enak
Pengguna Google,5,2024-09-24 01:51:18,"gamenya sudah bagus tapi terkadang masih kurang adil saat pembagian tim, tim sendiri seperti bot yang gak bisa main"
Pengguna Google,1,2024-09-24 01:12:54,moonton gue mao saran aja kalo kasih lawan di pertandingan rank kasih lah yang sesuai/sama match pertandingan nya setiap saya maen kenapa harus ketemu lawan yang pertandingan sudah 1rb match bahkan ada yan 12rb match tidak adil dan sportif dong sedangkan saya akun baru masih 600 match pertandingan otomatis durabilitas energy dan defense jauh beda lah tolong di benahi lagi untuk pertandingan rank kasih yang keseluruhan match pertandingan nya sama/setara terima kasih
Pengguna Google,2,2024-09-24 01:01:48,"Sebenarnya gua suka sama game ini cuma gua paling benci ama sistem mathmakingnya apalagi solo euhh gila ngasih tim kaga kira2 yg mainnya jeleklah yg ngetrol ini montoon tolong kedepannya di perbaiki bukan hanya ngasih skin gratisan truz tapi sistem mathmakingnya benerin cape gua, kalah ama game sebelah kalau masalah matchmaling"
Pengguna Google,1,2024-09-24 00:52:53,"Game rusakkkkkkk ampas mending lu semua gausah download klo gamau stress. Game ini bukan untuk have fun tapi membuat stresss. Gw main 6 tahun baru season ini sama season kemarin yg rusak parah. Match nya selalu gak adil gw selalu kena dark sistem. Moonton terlalu pilih kasih sama player baru dan membuat player lamanya frustasi. Pokoknya game ini ampas, game rusak!!!!!"
Pengguna Google,1,2024-09-24 00:23:43,"server benerin su, dari kemaren ngelag mulu, kalo cuma gua mah ga masalah, yakali, ga tim sendiri ga musuh ngelag semua, hapus ae ni game lama"" gajelas pindah aj game sebelah"
Pengguna Google,2,2024-09-23 23:47:50,Segera diperbaiki gamenya data game terlalu besar dan dihandphone panas yg sebelumnya sangat seru main game ini bisa full seharian skrg tidak lagi bahkan mau saya delete game ini.Terimakasih
Pengguna Google,1,2024-09-23 23:18:31,"Game rusak, developer hanya mentingin diri sendiri,keluh kesah para player tidak pernah di atasi, matchmaking nya yang rusak bukan skin gratiss terus, apakah akan jadi game mati? pasti akan kalau system nya tetap saja begini"
Pengguna Google,4,2024-09-23 23:11:43,"Sangat bagus tp tingkatkan lagi kualitas jaringan dan game play,kadang jika jaringan dan gameplay tdk berkualitas akan semakin buruk untuk memainkan mobil legend"
Pengguna Google,1,2024-09-23 23:07:52,"Saya menyesal telah menginstal game ini karena setiap main selalu membuat saya emosi karena setiap main selalu ketemu dark sistem mohon diperbaiki itu gw capek main turun terus ini kagak pernah menang ,tolong perbaiki matchmaking nya jangan yang jago main malah di gabung sama dark sistem anj"
Desa komering,4,2024-09-23 22:54:23,"Seru gamenya tapi dapat musuhnya gak sesuai terus, dapat yang susah susah."
Pengguna Google,1,2024-09-23 22:16:21,game rusak ngasih dark sistem nya ga kira kira hok lebih keren sih dari segi grafik juga ga kaya ml uda burik banyak dari sistem najis wkwkwk game apa ini ngga sia sia gua pindah ke hok
Pengguna Google,1,2024-09-23 21:59:53,"Mobile legends makin sini makin berat, orang yang niat main mobile legends biasanya nyari hiburan itu juga buat yang ram hpnya rendah misal 3gb dulu masih bisa main lah sekarang mah kaga di karena kan lag parah padahal kalo di baca secara signifikan 85% orang indo ga mampu beli HP bagus buat main mobile legends, apalgi sekrang di tambah lagi ada drak sistem monton yang sangat membuat kesal, monton bisa ga sih jangan temu drak sistem mulu"
Pengguna Google,5,2024-09-23 20:44:33,Puas sekali Bisa memperolah banyak teman Game nya keren grafik juga keren tergantung hpnya aja sih... Serunya ketika kena drak sistemnya banyak player yang nangis kayaknya wkwkwk
Pengguna Google,1,2024-09-23 20:01:53,"buruan di delete aja deh nih game, gk jelas banget dikasih tim yang busuk sementara musuh jago"". sampe"" banyak yang bunuh diri karena nih game. stres jirrr kalo dikasih tim pada ngide musuh mantan top global"
Pengguna Google,5,2024-09-23 19:59:32,"Tolong ya moonton perbaiki performa dalam game, ping bagus rate nya rendah suka ngelag tiba² berat buat ngeluarin skill."
Pengguna Google,1,2024-09-23 19:41:08,"NAJIS dikasi team yang kaga bisa maen semua musuhnya jago"" apaan lagi kocak banget nih sistemnya orng mah kasih musuh yang setara sama kita dikasi musuh jago tapi temennya kaga bisa maen kocak"" mohon banget ini benerin dong sistem matchmakingnya gua sebagai player jadi males maen ml lagi gara"" timnnya kaga bener tolong banget min benerin sistemnya biar lawan sama temen tuh sama rata biar adil apa ga sekalian aja team bot musuh orng semua"
Pengguna Google,5,2024-09-23 19:34:38,"Tambah pergantian musim dong 🙏 Seperti Musim hujan, musim salju, musim gugur sama musim semi🙏 Tambah pergantian musim dong biar tambah bagus dan keren dan biar tambah yang main 🙏"
Pengguna Google,1,2024-09-23 18:54:09,Teruntuk pihak monton kenapa di dalam game atau dalam pertandingan selalu ada player ngetrol(drak sistem)? Klok player itu di laporkan sama pihak monton kenapa cuman di kasik teguran? Setidaknya di kasik hukuman 2 hari GK bisa main rank kan jadi lebih enak kita mainnya.gua main win 6 lose bisa Sampek 10 lebih gara gara ini user(drak sistem)
Pengguna Google,5,2024-09-23 18:30:00,"Tolong lebih diperbaiki lagi dong. Jangan hanya diupdate terus. Tapi saran saran dari kami semua tolong dikabulkan. Saya setiap main mobile legend kenapa keluar terus padahal hp juga sudah canggih, jaringan juga Bagus.. Tolong lebih diperbaiki lagi dong."
Pengguna Google,1,2024-09-23 18:26:42,Kena citer gw barusan ajir monton ga adil masa yang cit ke gitu di biarin aja kalo ga percaya gua punya ss San citnya masa gw main dari menit 1 sampe selesai sinyalnya merah trus padahal sinyal gw bagus pake apapun bisa monton makin sekarang makin menggila ijin u instal 🙏 banyak kejanggalan soalnya mulai dari cit dan masih banyak lagi makasih
Pengguna Google,2,2024-09-23 18:14:43,Ku kira update besar-besaran eh taunya pensi besar-besaran.. emblem yang sudah menjadi legenda dari 2016 malah di update malah di rusak oleh pengembangnya sendiri.. mending di update ke mode HD daripada di ganti set emblem.. dan semoga di dengar oleh develover nya
Pengguna Google,1,2024-09-23 18:06:52,apalahhhh jaringann bagusss tiba2 ngelaggg kan ga ngotakkk. tolong perbaiki masalah jaringan masa jaringan gua baguss tiba2 ngelag dan itu tidak cuma 1x sajaa udah 3x saya mengalami hal tersebutt
Pengguna Google,1,2024-09-23 18:02:01,"Kalau ada rating, rating min saya ksih, awal season aja udh ada satu tim ngefeed membuat gua lose streak, game sampah, kurangin darksystem, dri pada bagi2 skin gjls"
Pengguna Google,1,2024-09-23 18:00:21,"Ga jelas tiba tiba menghubungkan kembali terus pas lagi in game,buat laporan ke monton malah jaringan gua yang di salahin kocak,jelas jelas gua pake wifi kenceng 2 match gitu mulu,asli jelek pengalaman bermain gua monton kocak..."
Pengguna Google,3,2024-09-23 17:56:53,"game tolol setiap mau naik rank selalu di kasih dark sistem , tim sama musuh ga seimbang, giliran musuh ngerti main pas di tim malah bego kaya orang baru main ml mana stres ga mikir otak nya"
Pengguna Google,1,2024-09-23 17:06:48,"Kualitas game menurun, komposisi player buruk. Gak butuh skin gratis, tolong dibedakan matchmaking player yang dark sistem dan yang baik permainannya. Jangan digabung, kasihan player solo."
Pengguna Google,1,2024-09-23 16:47:54,Matchmaking gak adil+sinyal naik turun padahal jaringan gw bagus. Gw main buat refreshing tapi ini game malah buat kepala panas doang.
Pengguna Google,1,2024-09-23 16:45:42,Butuh pembaruan untuk sistem matchmaking yang tidak seimbang. Jujur buat player lawas sangat kesulitan. Terlalu banyak tim yg tidak sepadan dan kurang pengalaman bermain. #losestreak10mvp
Pengguna Google,5,2024-09-23 16:43:13,"game bagus keren cuma minus playernya aja yang kebanyakan rasis dan toxic, semoga moonton sering sering ada event skin epic gratis😂kami saya moonton, moonton sayang kami"
Pengguna Google,2,2024-09-23 16:35:27,game ga stabil. mode Magic Chess yang paling tidak stabil. Winstreak sama Loss streak masih sesuai sistem bukan player. jaringan tidak stabil. lagi asik maen jaringan menghubungkan.
Pengguna Google,1,2024-09-23 16:31:58,"Beri system pertandingan yg adil lah 😥😥dapet tim entah kayak apa satu roam saber , satu jungler lunox , satu lagi hylos mm😢😢, musuh yg mcl semua main 2 jam hasilnya kalah 7 kali dengan gua mvp terus , game nya bagus namun pengadilan dalam matching rank yg rata rata trool , mohon moonton perbaiki lah draft pick agar tidak dapat tim busuk lagi"
Pengguna Google,4,2024-09-23 16:30:42,"Games yang buat player nya pusing, setress, marah"", jengkel, tp emang seru, terkadang match nya gak seimbang, perbaikin lagi sistem nya moonton"
Pengguna Google,2,2024-09-23 16:28:58,"Game rusak skin mulu yang di update jaringan kagak, gue main game online lainya gak pernah lag terus main game ini lag terus ping kuning gakbisa ijo"
Pengguna Google,5,2024-09-23 16:16:41,"Untuk skin legend guin sama lesley tolong lah di revamp efek skillnya kureng berasa skin epic, bahkan bagusan skin collector. Intinya tingkatkan performanya fix bug, perluasan jaringan, dll"
Pengguna Google,5,2024-09-23 16:15:44,"Update yg bagus, jaringan nya di perbaiki lagi padahal jaringan gw wifi bagus pas main jaringan nya naik."
Pengguna Google,3,2024-09-23 16:04:51,"dari segi grafik udh bagus, tapi ping saat matchmaking sama dilobby beda, pas main kenapa tiba2 ping jdi warna kuning/merah padahal dilobby pingnya stabil tolong segera di perbaiki"
Pengguna Google,2,2024-09-23 16:02:37,Kebanyakan updet gamenya semakin kesini semakin buruk mau kasih bintang 5 kok jadi males . masak sinyalnya bagus sering ngelglike sering merah .nyalakan wifi tetep aja sama mode speed ttp aja sama sinyal merah padahal jaringanya bgus..
Pengguna Google,2,2024-09-23 15:51:46,Game nya bagus cuma ada sesuatu yang buat saya kadang kesel sama game ini. Padahal sinyal dirumah saya bagus tetapi saat sedang war tiba tiba moonton sengaja membuat sinyal saya menjadi merah dan lag parah. Jdi tolong moonton jangan sengaja membuat sinyal saya menjadi merah saat didalam pertandingan
Pengguna Google,1,2024-09-23 15:42:31,Teruntuk Moonton tolong perbaiki sistem match making tidak seimbang dari segi tim tim saya stak mytik semua playernya lwnnya glory 60++ gk jelas. Skin doang di banyakin gratis tapi drak sistem makin parah gmn gk pada pindah ke HOK game nya aja gini banyak drak sistem
Pengguna Google,4,2024-09-23 15:41:04,Buat developer yang terhormat tolong itu jaringannya diperbaiki demi kenyamanan player-player. Soalnya jaringannya tiba ngelag saat sedang enak main. Buat developer tolong diperbaiki.
Pengguna Google,3,2024-09-23 15:33:28,Tolong perbaiki jaringan saya main lagi banget padahal jaringan lancar aja buat main game lain juga lancar tolong untuk di perbaiki
Pengguna Google,1,2024-09-23 15:11:49,"Makin di update makin lagg,ping naik turun pdahl sinyal bagus,,jlekkkkkk sangat kecewa sebagai player lama.Apaan sih montoon gak jelas bngt sumpah,PING naik turun terus padahl jaringan bagus,mana udh di update,gajelas sumpah .😑😑😑😑😑😑😑😑😑"
Pengguna Google,5,2024-09-23 15:05:34,"game bagus pemain nya juga ramah ramah mantap pokoknya, ga harus ke kebun binatang buat ketemu binatang di game ini banyak sekali binatang nya."
Pengguna Google,1,2024-09-23 14:57:22,di mute 30 pertandingan durasi 2 hari 23 jam 59 menit 60 detik padahal cuma mengtik hal yang baik monton tolong lah kalau sistem mute jangan lama2 kalau ada kata2 kasar Mending di sensor kaya dulu mobile legend makin update sistemnya makin ketat aja main game buat ngilangin stres malah tambah stres 😡
Pengguna Google,5,2024-09-23 14:41:08,"Ini sangat bagus dan keren setelah new update,tapi tolong yah ,jangan pertemukan dengan teman yang tidak mengerti cara bermain yang benar ,dan jangan berikan saya musuh yang setara dengan pro player, kalau bisa berikan saya tim pro player dan musuh yang gak bisa main yah montoon ..plisss dong.. ,oke sekian terimakasih...🙏"
Pengguna Google,2,2024-09-23 14:23:52,Game nya lumayan berat buat HP aku tapi kenapa aku kalah 17 kali lost trak gak pernah win strak padahal gua mpv tapi kalah gak tau lagi lah tentang maksud nonton ini gua kasi bintang 2 karena game nya banyak bocil dan dark sistem
Pengguna Google,5,2024-09-23 14:21:25,Game nya baguss... Tpi sayang masih sering ada draksistem... Dan juga sering di pertemugan dengan musuh yang tier rank nya lebih tinggi
Pengguna Google,5,2024-09-23 14:09:19,"Game bsukk penyimpanan tersedia banyak setiap math kok sering ngeframe kemarin udah aku flash masih sama aja pdahal cuman ML Wa HP ram 3 tlong lah diperbaiki permasalahan frame nya jgn cuman skin skin skin skin mlu,,game bagus syg sekali yg bisa maen normal hp hp yg mahal"
Pengguna Google,4,2024-09-23 14:08:20,"game ini lumayan keren,Tapi ada beberapa masalahnya.Harusnya saya masih bisa setia dengan orng yang lumayan pintar.Jadi saya minta tolong untk bisa mempertimbangkan musuh lawannya dan terkadang musuhnya selalu lebih kuat."
Pengguna Google,2,2024-09-23 14:07:25,Sumpah makin kesel aja sma aplikasi inii...sudah 20x lose trek bukannya saya tidak jago tpu selalu dpt tim yang aneh2 ....sya mau berpindah aja ke hok....makin lama mkin lma bisa bngkrut ini apk...
Pengguna Google,5,2024-09-23 13:58:29,"Game Nya udah bagus banget dari segi grafis makin hd setiap update, Cuma masih ada beberapa bug yang meresahkan. Harapan saya kedepannya semoga game ML bisa memberikan yang terbaik"
Pengguna Google,3,2024-09-23 13:54:28,Game ini bagus sih tapi selalu kalah buat pemain frustasi tolong moonton kalo ngasih musuh yang ngotak jangan di kasih dark system tim nya dan dengan musuh yang gak seimbang
Pengguna Google,1,2024-09-23 13:52:13,"Setiap main dapet timnya gj semua padahal udh duo and trio tetep aja pasti sisanya brengsek semua, tolong kalau setiap main dikasih timnya yang jago di rolenya masing masing jangan sampai ada yang tabrakan kalo gitu gamenya jadi susah karena tidak ada chemistry. Oke segitu aja kayaknya, ini saya kasih bintang 1 karena itu tapi ntar kalo udh bener saya kasih bintang 5."
Pengguna Google,5,2024-09-23 13:50:00,"game nya udah bagus, cuma sistem di dalam game match nya aja yang kurang kadang dapat tim gg kadang bocil baru main"
Pengguna Google,1,2024-09-23 13:38:38,Bingung sinyal nya bagus tapi skill delay main Fanny jadi darat ngelag banget padahal buka yang lain gak jelek sinyal nya lancar banget
Danke bahtiar,4,2024-09-23 13:37:29,"game ini sangat menyenangkan dan bisa membuat kita belajar dalam bermain, membentuk tim, dan membuat strategi perang"
Pengguna Google,3,2024-09-23 13:27:29,"Simple, seru buat main bersama. Cuma masalah matchmaking yg gk imbang, contoh masa rank epic ketemu rank mythic/alumni mythic. Seharusnya yg rank sama / belum pernah rank di atasnya . Kurang recomended untuk solo player, banyak darksystem."
Pengguna Google,1,2024-09-23 13:27:14,plis moonton tolong la jaringanya di kondisikan cuman di ml ngeleg di game lain lancar ping bagus lama lama pindah game juga kalau terus gini plis la di benerin masalah jaringanya + banyak dark sistem tolol adilin lah mc nya bego
Pengguna Google,1,2024-09-23 13:24:58,Game sampah jelek Penipu. ranking player di epic satu di turunkan ke ranking epic empat Matilah kalian semua tim moba penipu player.disetting agar kalah terus menerus player.otak tim moba semua otak matchmaking.Jaringan sudah di aktifkan tetap lag ketika serang lawan. Jika lawan serang tidak ada lag. Game tidak bagus Hero player di bikin lemah dan tidak kuat Ketika serang lawan. Jika lawan serang Hero mereka kuat Game sampah moba
Pengguna Google,1,2024-09-23 13:24:22,game apa ini gw main dari awal game sampe akhir pas udah menang malah dapat afk and kredit kurang 9 apaan coba gw gk pernah afk mohon di perbaiki moonton
Pengguna Google,5,2024-09-23 13:09:06,"Aaaaaa muntun ngelawak Masalah jaringan masih belum di perbaiki, apalagi lawannya terkadang tidak seimbang. Mohon di perbaiki woi!!!"
Mikael Situmorang,5,2024-09-23 13:07:52,"Singkat saja:Game yang sangat bagus dan tidak gampang membuat kita para player bosan untuk memainkannya,pahamm."
Pengguna Google,1,2024-09-23 13:07:45,Game apalah ngasih tim sama musuh nya gak imbang kalo gak niat bikin game gak usah bikin game game kasih lawan yg gak imbang gak guna ada musuh nya jaahi banget lah tim kita malah gak guna gak ada yg bisa main lah asalan lag lah alasan inilah plis lah monton ngasih lawan lu yg imbang gak masalah muntun kalah tapi ngasih lawn yg imbang lah ini mush nya pro tim kek taik ayam gak bisa main kalo gak niat buat game gak usah buat game monton astaga
Daniel R.R,3,2024-09-23 13:02:52,"game nya sudah bagus tapi plis lah ini server nya ngelag minta ampun, saya jadi ga mood main kalo ngelagnya parah, jadi tolong"
Pengguna Google,3,2024-09-23 13:00:14,"Sistem report player feeder,berprilaku buruk, dan permainan tidak bagus. Tidak pernah terjadi pengurangan point dari pihak game itu sungguh menjijikan"
Pengguna Google,1,2024-09-23 12:43:12,"tolong sistem match making nya diperbaiki saya selalu bertemu org org ngetroll,udh saya report kok malah gak kedeteksi? kalo sistem match making nya buruk minimal tempat reportnya bener"
Pengguna Google,1,2024-09-23 12:40:32,Woi siapa sih yang nyiptain gem yang sangat buruk ini padahal jaringan saya sudah bagus banget tapi pas mainnya ngelek banget tapi saya tetap sabar walaupun grafik nya bagus tapi ngelek banget mendingan saya pindah ke gem sebelah honor of king skinnya gratis lagi ga kaya di sini harus beli pake diamond udah beli diamond nya mahal abis itu setiap nyepin di prank terus dah lah bye bye monoton🙏🙏🙏
Pengguna Google,2,2024-09-23 12:38:37,Gak jelas gamenya jaringan normal tiba tiba sistemnya nglag blm lagi kalau dah sering menang dapat team yang gak masuk akal menang sekali kalah berkali kali
Pengguna Google,3,2024-09-23 12:30:54,"dimohon lebih ditingkatkan lagi pada sistem jaringan , padahal status jaring bagus tapi sering berubah ubah merah dan lag"
Pengguna Google,1,2024-09-23 12:27:18,"game apaan ngasi team yang gak bener mulu tujuannya bikin apa? biar kita main terus? kaga!! yang ada bosen males main cuma bikin kesel, jadi pada mau pensi yang ada pada pindah game lain"
Pengguna Google,4,2024-09-23 12:18:19,"Bintang 4 dulu,Soalnya Jaringan selalu lag Saat Masuk ke Pertandingan Padahal Jaringan selalu Lancar Saat di lobby juga Tidak Lag, Kenapa saat Di dalam game itu selalu lag Mohon di perbaiki 🙏🏻"
Zulfahmi,3,2024-09-23 12:02:48,"Bagus permainannya, cukup enak dimainkan ketika waktu luang, tapi ini game banyak DRAK SISTEMNYA ANJIR, tapi its okey lah"
Pengguna Google,1,2024-09-23 12:00:22,"Woi game rusak kalo kasih team am musuh yang imbang lah lu pikir naikin rank mudah mending hapus aj game haram ke gini mending pindah HOK game ini makin kesini makin rusak berat sebelah mending gausah bikin game kalo gak bisa bikin draf nya imbang ,,,,,,,tolong di perbaiki ya moooooonntTtTttooooon"
Pengguna Google,5,2024-09-23 12:00:21,"Halo saya mau beri keluhan soal bug di ping,setiap 1 menit pasti lag itu ga enak banget mainnya jadi lose treakdari bintang 23 sampai bintang 14 kalah dan ga ada menang 1 lalu pun tolong perbaiki dark sistem sama bug ping nya"
